plz	provider	tarif	price
22089	Gothaer	Hausrat	113,61
22089	Gothaer	HausratTop	164,68
22089	Gothaer	HausratTop mit PlusDeckung	179,02
22089	Grundeigentümer	Pro Domo Basis	119,59
22089	Grundeigentümer	Pro Domo Kompakt	147,37
22089	Grundeigentümer	Pro Domo Premium	172,37
22089	GVO	VIT Junge Leute	99,78
22089	GVO	TOP-VIT Junge Leute	134,45
22089	HanseMerkur	Grund-Schutz	107,52
22089	HanseMerkur	Kompakt	134,55
22089	HanseMerkur	Top	165,02
22089	Helvetia	Basisschutz	125,93
22089	Helvetia	Komfortschutz	158,71
22089	Inter	Basis	233,14
22089	Inter	Exklusiv	253,67
22089	Interlloyd	Classic	104,49
22089	Interlloyd	EurosecurePlus	139,38
22089	Interlloyd	ProtectPlus	139,52
22089	Janitos	Balance	202,69
22089	Janitos	BestSelection	257,66
22089	Medien-Versicherung	Klassik	78,52
22089	Medien-Versicherung	Top	93,01
22089	Medien-Versicherung	Premium	105,09
22089	Oberösterreichische	DaHeim	170,13
22089	Oberösterreichische	DaHeim Premium	209,33
22089	Prokundo	Komfort+	133,48
22089	Prokundo	Exklusiv+	158,85
22089	Rhion	Standard	117,17
22089	Rhion	Plus	185,06
22089	Rhion	Premium	202,45
22089	Schleswiger	Klassik	114,76
22089	Schleswiger	Exklusiv	138,92
22089	Signal Iduna	Optimal	193,64
22089	Signal Iduna	Exklusiv	302,43
22089	Syncro	Platinum S	72,48
22089	Syncro	Platinum M	79,73
22089	Syncro	Platinum L	93,62
22089	VHV	Klassik-Garant	148,94
22089	VHV	Exklusiv	190,50
22089	VHV	Exklusiv mit Best-Leistungs-Garantie	219,07
22089	Volkswohl-Bund	Komfort	181,19
22089	Volkswohl-Bund	KomfortPlus	214,41
20357	Adcuri	Top	138,30
20357	Adcuri	Premium	172,02
20357	Allstern	1 Stern	126,84
20357	Allstern	2 Sterne	135,90
20357	Allstern	3 Sterne	144,96
20357	Ammerländer	Basic	54,36
20357	Ammerländer	Economic	63,42
20357	Ammerländer	Comfort	81,54
20357	Ammerländer	Exclusiv	90,60
20357	Ammerländer	Excellent	105,70
20357	ARAG	Basis	160,00
20357	ARAG	Komfort	202,40
20357	ARAG	Premium	260,00
20357	asspario	fair select	83,35
20357	asspario	best select	100,86
20357	asspario	top select	119,59
20357	Baden-Badener	Hausratversicherung	180,06
20357	BarmeniaDirekt	Kompakt-Schutz	76,73
20357	BarmeniaDirekt	Basis-Schutz	95,52
20357	BarmeniaDirekt	Top-Schutz	138,25
20357	BarmeniaDirekt	Premium-Schutz	171,96
20357	BavariaDirekt	Junge Leute	89,75
20357	BavariaDirekt	Einfach Sicher	99,17
20357	BavariaDirekt	Junge Leute Plus	99,17
20357	BGV / Badische Versicherungen	Basis	85,26
20357	BGV / Badische Versicherungen	Klassik	128,62
20357	BGV / Badische Versicherungen	Exklusiv	165,40
20357	DEVK	Komfort	108,08
20357	DEVK	Premium	128,80
20357	die Bayerische	Smart	95,50
20357	die Bayerische	Komfort	112,40
20357	die Bayerische	Prestige	127,40
20357	Die Haftpflichtkasse	Einfach Gut	114,76
20357	Die Haftpflichtkasse	Einfach Besser	138,92
20357	Die Haftpflichtkasse	Einfach Komplett	162,15
20357	DOCURA	SMART	89,99
20357	DOCURA	PROTECT	120,80
20357	ERGO	Hausratversicherung	212,00
20357	ERGO	Premium Hausratversicherung	259,21
20357	Gothaer	Hausrat	113,61
20357	Gothaer	HausratTop	164,68
20357	Gothaer	HausratTop mit PlusDeckung	179,02
20357	Grundeigentümer	Pro Domo Basis	99,66
20357	Grundeigentümer	Pro Domo Kompakt	122,61
20357	Grundeigentümer	Pro Domo Premium	143,75
20357	GVO	VIT Junge Leute	99,78
20357	GVO	TOP-VIT Junge Leute	134,45
20357	HanseMerkur	Grund-Schutz	107,52
20357	HanseMerkur	Kompakt	134,55
20357	HanseMerkur	Top	165,02
20357	Helvetia	Basisschutz	100,43
20357	Helvetia	Komfortschutz	126,97
20357	Inter	Basis	233,14
20357	Inter	Exklusiv	253,67
20357	Interlloyd	Classic	104,49
20357	Interlloyd	EurosecurePlus	139,38
20357	Interlloyd	ProtectPlus	139,52
20357	Janitos	Balance	156,98
20357	Janitos	BestSelection	199,31
20357	Medien-Versicherung	Klassik	78,52
20357	Medien-Versicherung	Top	93,01
20357	Medien-Versicherung	Premium	105,09
20357	Oberösterreichische	DaHeim	170,13
20357	Oberösterreichische	DaHeim Premium	209,33
20357	Prokundo	Komfort+	133,48
20357	Prokundo	Exklusiv+	158,85
20357	Rhion	Standard	117,17
20357	Rhion	Plus	185,06
20357	Rhion	Premium	202,45
20357	Schleswiger	Klassik	114,76
20357	Schleswiger	Exklusiv	138,92
20357	Signal Iduna	Optimal	193,64
20357	Signal Iduna	Exklusiv	302,43
20357	Syncro	Platinum S	72,48
20357	Syncro	Platinum M	79,73
20357	Syncro	Platinum L	93,62
20357	VHV	Klassik-Garant	119,83
20357	VHV	Exklusiv	153,29
20357	VHV	Exklusiv mit Best-Leistungs-Garantie	176,28
20357	Volkswohl-Bund	Komfort	181,19
20357	Volkswohl-Bund	KomfortPlus	214,41
72336	Adcuri	Top	47,81
72336	Adcuri	Premium	63,43
72336	Allstern	1 Stern	37,45
72336	Allstern	2 Sterne	42,28
72336	Allstern	3 Sterne	54,36
72336	Ammerländer	Basic	24,16
72336	Ammerländer	Economic	33,22
72336	Ammerländer	Classic	39,26
72336	Ammerländer	Comfort	45,30
72336	Ammerländer	Excellent	60,40
72336	ARAG	Basis	82,40
72336	ARAG	Komfort	104,00
72336	ARAG	Premium	134,40
72336	asspario	fair select	35,63
72336	asspario	best select	46,51
72336	asspario	top select	57,38
72336	Baden-Badener	Hausratversicherung	74,45
72336	BarmeniaDirekt	Kompakt-Schutz	32,88
72336	BarmeniaDirekt	Basis-Schutz	37,62
72336	BarmeniaDirekt	Top-Schutz	47,80
72336	BarmeniaDirekt	Premium-Schutz	63,41
72336	BavariaDirekt	Junge Leute	40,32
72336	BavariaDirekt	Einfach Sicher	43,39
72336	BavariaDirekt	Junge Leute Plus	43,39
72336	BGV / Badische Versicherungen	Basis	41,27
72336	BGV / Badische Versicherungen	Klassik	62,26
72336	BGV / Badische Versicherungen	Exklusiv	90,83
72336	DEVK	Komfort	53,76
72336	DEVK	Premium	74,48
72336	die Bayerische	Smart	38,50
72336	die Bayerische	Komfort	45,40
72336	die Bayerische	Prestige	51,40
72336	Die Haftpflichtkasse	Einfach Gut	60,40
72336	Die Haftpflichtkasse	Einfach Besser	78,52
72336	Die Haftpflichtkasse	Einfach Komplett	101,75
72336	DOCURA	SMART	37,45
72336	DOCURA	PROTECT	55,57
72336	ERGO	Hausratversicherung	86,37
72336	ERGO	Premium Hausratversicherung	133,58
72336	Gothaer	Hausrat	39,59
72336	Gothaer	HausratTop	59,67
72336	Gothaer	HausratTop mit PlusDeckung	74,02
72336	Grundeigentümer	Pro Domo Basis	60,40
72336	Grundeigentümer	Pro Domo Kompakt	71,27
72336	Grundeigentümer	Pro Domo Premium	81,96
72336	GVO	VIT Junge Leute	34,85
72336	GVO	TOP-VIT Junge Leute	43,55
72336	HanseMerkur	Grund-Schutz	52,90
72336	HanseMerkur	Kompakt	66,12
72336	HanseMerkur	Top	81,07
72336	Helvetia	Basisschutz	42,67
72336	Helvetia	Komfortschutz	53,60
72336	Inter	Basis	97,24
72336	Inter	Exklusiv	105,70
72336	Interlloyd	Classic	53,15
72336	Interlloyd	EurosecurePlus	70,62
72336	Interlloyd	ProtectPlus	70,67
72336	Janitos	Basic	48,56
72336	Janitos	Balance	49,89
72336	Janitos	BestSelection	62,63
72336	LBN	Gut	46,46
72336	LBN	Gut Plus	48,92
72336	LBN	Besser	52,55
72336	LBN	Besser Plus	58,59
72336	Medien-Versicherung	Klassik	29,04
72336	Medien-Versicherung	Premium	50,73
72336	Medien-Versicherung	Premium+	62,81
72336	Oberösterreichische	DaHeim	49,00
72336	Oberösterreichische	DaHeim Premium	56,64
72336	Ostangler Brandgilde	Check Top Schutz	44,39
72336	Ostangler Brandgilde	Check Fairplay Plus	91,00
72336	Prokundo	Komfort+	51,34
72336	Prokundo	Exklusiv+	70,67
72336	Rhion	Standard	50,13
72336	Rhion	Plus	79,24
72336	Rhion	Premium	86,97
72336	Schleswiger	Klassik	53,15
72336	Schleswiger	Exklusiv	77,31
72336	Signal Iduna	Optimal	74,47
72336	Signal Iduna	Exklusiv	116,31
72336	Syncro	Platinum S	34,85
72336	Syncro	Platinum M	38,65
72336	Syncro	Platinum L	48,32
72336	VHV	Klassik-Garant	56,65
72336	VHV	Exklusiv	72,72
72336	VHV	Exklusiv mit Best-Leistungs-Garantie	83,63
72336	Volkswohl-Bund	Komfort	69,46
72336	Volkswohl-Bund	KomfortPlus	96,64
65189	Adcuri	Top	83,53
65189	Adcuri	Premium	108,02
65189	Allstern	1 Stern	67,65
65189	Allstern	2 Sterne	72,48
65189	Allstern	3 Sterne	90,60
65189	Ammerländer	Basic	24,16
65189	Ammerländer	Economic	33,22
65189	Ammerländer	Comfort	45,30
65189	Ammerländer	Exclusiv	51,34
65189	Ammerländer	Excellent	60,40
65189	ARAG	Basis	111,20
65189	ARAG	Komfort	140,80
65189	ARAG	Premium	180,80
65189	asspario	fair select	70,67
65189	asspario	best select	89,99
65189	asspario	top select	95,43
65189	Baden-Badener	Hausratversicherung	112,52
65189	BarmeniaDirekt	Kompakt-Schutz	61,07
65189	BarmeniaDirekt	Basis-Schutz	63,10
65189	BarmeniaDirekt	Top-Schutz	83,51
65189	BarmeniaDirekt	Premium-Schutz	107,99
65189	BavariaDirekt	Junge Leute	70,38
65189	BavariaDirekt	Einfach Sicher	77,65
65189	BavariaDirekt	Junge Leute Plus	77,65
65189	BGV / Badische Versicherungen	Basis	67,50
65189	BGV / Badische Versicherungen	Klassik	101,83
65189	BGV / Badische Versicherungen	Exklusiv	135,30
65189	DEVK	Komfort	86,80
65189	DEVK	Premium	107,52
65189	die Bayerische	Smart	74,50
65189	die Bayerische	Komfort	87,70
65189	die Bayerische	Prestige	99,40
65189	Die Haftpflichtkasse	Einfach Gut	60,40
65189	Die Haftpflichtkasse	Einfach Komplett	101,75
65189	DOCURA	SMART	61,61
65189	DOCURA	PROTECT	83,95
65189	ERGO	Hausratversicherung	134,08
65189	ERGO	Premium Hausratversicherung	181,30
65189	Gothaer	Hausrat	85,49
65189	Gothaer	HausratTop	133,12
65189	Gothaer	HausratTop mit PlusDeckung	147,46
65189	Grundeigentümer	Pro Domo Basis	83,35
65189	Grundeigentümer	Pro Domo Kompakt	102,07
65189	Grundeigentümer	Pro Domo Premium	119,03
65189	GVO	VIT Junge Leute	39,32
65189	GVO	TOP-VIT Junge Leute	54,54
65189	HanseMerkur	Grund-Schutz	75,90
65189	HanseMerkur	Kompakt	94,30
65189	HanseMerkur	Top	116,15
65189	Helvetia	Basisschutz	78,57
65189	Helvetia	Komfortschutz	99,39
65189	Inter	Basis	119,59
65189	Inter	Exklusiv	129,86
65189	Interlloyd	Classic	88,79
65189	Interlloyd	ProtectPlus	117,78
65189	Interlloyd	EurosecurePlus	118,94
65189	Janitos	Balance	116,99
65189	Janitos	BestSelection	148,28
65189	LBN	Gut	56,17
65189	LBN	Gut Plus	59,79
65189	LBN	Besser	71,27
65189	LBN	Besser Plus	81,54
65189	Medien-Versicherung	Klassik	51,34
65189	Medien-Versicherung	Top	67,04
65189	Medien-Versicherung	Premium	76,10
65189	Medien-Versicherung	Premium+	94,22
65189	Oberösterreichische	DaHeim	94,86
65189	Oberösterreichische	DaHeim Premium	128,58
65189	Prokundo	Komfort+	86,97
65189	Prokundo	Exklusiv+	111,13
65189	Rhion	Standard	74,29
65189	Rhion	Plus	117,90
65189	Rhion	Premium	128,53
65189	Schleswiger	Klassik	102,68
65189	Schleswiger	Exklusiv	126,84
65189	Signal Iduna	Optimal	104,23
65189	Signal Iduna	Exklusiv	162,92
65189	Syncro	Platinum S	34,85
65189	Syncro	Platinum M	38,65
65189	Syncro	Platinum L	48,32
65189	VHV	Klassik-Garant	102,74
65189	VHV	Exklusiv	131,43
65189	VHV	Exklusiv mit Best-Leistungs-Garantie	151,14
65189	Volkswohl-Bund	Komfort	117,78
65189	Volkswohl-Bund	KomfortPlus	151,00
22337	Adcuri	Top	127,54
22337	Adcuri	Premium	161,27
22337	Allstern	1 Stern	126,84
22337	Allstern	2 Sterne	135,90
22337	Allstern	3 Sterne	144,96
22337	Ammerländer	Basic	36,24
22337	Ammerländer	Economic	45,30
22337	Ammerländer	Comfort	57,38
22337	Ammerländer	Exclusiv	66,44
22337	Ammerländer	Excellent	78,52
22337	ARAG	Basis	160,00
22337	ARAG	Komfort	202,40
22337	ARAG	Premium	260,00
22337	asspario	fair select	83,35
22337	asspario	best select	100,86
22337	asspario	top select	119,59
22337	Baden-Badener	Hausratversicherung	180,06
22337	BarmeniaDirekt	Kompakt-Schutz	76,73
22337	BarmeniaDirekt	Basis-Schutz	95,52
22337	BarmeniaDirekt	Top-Schutz	127,50
22337	BarmeniaDirekt	Premium-Schutz	161,21
22337	BavariaDirekt	Junge Leute	89,75
22337	BavariaDirekt	Einfach Sicher	99,17
22337	BavariaDirekt	Junge Leute Plus	99,17
22337	BGV / Badische Versicherungen	Basis	85,26
22337	BGV / Badische Versicherungen	Klassik	128,62
22337	BGV / Badische Versicherungen	Exklusiv	165,40
22337	DEVK	Komfort	108,08
22337	DEVK	Premium	128,80
22337	die Bayerische	Smart	95,50
22337	die Bayerische	Komfort	112,40
22337	die Bayerische	Prestige	127,40
22337	Die Haftpflichtkasse	Einfach Gut	96,64
22337	Die Haftpflichtkasse	Einfach Komplett	137,99
22337	DOCURA	SMART	89,99
22337	DOCURA	PROTECT	120,80
22337	ERGO	Hausratversicherung	212,00
22337	ERGO	Premium Hausratversicherung	259,21
22337	Gothaer	Hausrat	113,61
22337	Gothaer	HausratTop	164,68
22337	Gothaer	HausratTop mit PlusDeckung	179,02
22337	Grundeigentümer	Pro Domo Basis	99,66
22337	Grundeigentümer	Pro Domo Kompakt	122,61
22337	Grundeigentümer	Pro Domo Premium	143,75
22337	GVO	VIT Junge Leute	99,78
22337	GVO	TOP-VIT Junge Leute	134,45
22337	HanseMerkur	Grund-Schutz	92,57
22337	HanseMerkur	Kompakt	115,57
22337	HanseMerkur	Top	141,45
22337	Helvetia	Basisschutz	100,43
22337	Helvetia	Komfortschutz	126,97
22337	Inter	Basis	233,14
22337	Inter	Exklusiv	253,67
22337	Interlloyd	Classic	104,49
22337	Interlloyd	EurosecurePlus	139,38
22337	Interlloyd	ProtectPlus	139,52
22337	Janitos	Balance	122,91
22337	Janitos	BestSelection	155,83
22337	Medien-Versicherung	Klassik	78,52
22337	Medien-Versicherung	Top	93,01
22337	Medien-Versicherung	Premium	105,09
22337	Medien-Versicherung	Premium+	131,06
22337	Oberösterreichische	DaHeim	170,13
22337	Oberösterreichische	DaHeim Premium	209,33
22337	Prokundo	Komfort+	133,48
22337	Prokundo	Exklusiv+	158,85
22337	Rhion	Standard	100,26
22337	Rhion	Plus	158,48
22337	Rhion	Premium	172,98
22337	Schleswiger	Klassik	114,76
22337	Schleswiger	Exklusiv	138,92
22337	Signal Iduna	Optimal	193,64
22337	Signal Iduna	Exklusiv	302,43
22337	Syncro	Platinum S	72,48
22337	Syncro	Platinum M	79,73
22337	Syncro	Platinum L	93,62
22337	VHV	Klassik-Garant	119,83
22337	VHV	Exklusiv	153,29
22337	VHV	Exklusiv mit Best-Leistungs-Garantie	176,28
22337	Volkswohl-Bund	Komfort	181,19
22337	Volkswohl-Bund	KomfortPlus	214,41
58513	Adcuri	Top	71,46
58513	Adcuri	Premium	92,61
58513	Allstern	1 Stern	49,53
58513	Allstern	2 Sterne	54,36
58513	Allstern	3 Sterne	69,46
58513	Ammerländer	Basic	30,20
58513	Ammerländer	Economic	39,26
58513	Ammerländer	Comfort	51,34
58513	Ammerländer	Exclusiv	57,38
58513	Ammerländer	Excellent	66,44
58513	ARAG	Basis	95,20
58513	ARAG	Komfort	120,80
58513	ARAG	Premium	155,20
58513	asspario	fair select	56,77
58513	asspario	best select	67,04
58513	asspario	top select	77,91
58513	Baden-Badener	Hausratversicherung	112,52
58513	BarmeniaDirekt	Kompakt-Schutz	54,80
58513	BarmeniaDirekt	Basis-Schutz	57,03
58513	BarmeniaDirekt	Top-Schutz	71,44
58513	BarmeniaDirekt	Premium-Schutz	92,58
58513	BavariaDirekt	Junge Leute	63,57
58513	BavariaDirekt	Einfach Sicher	69,22
58513	BavariaDirekt	Junge Leute Plus	69,22
58513	BGV / Badische Versicherungen	Basis	63,13
58513	BGV / Badische Versicherungen	Klassik	95,23
58513	BGV / Badische Versicherungen	Exklusiv	127,88
58513	DEVK	Komfort	77,28
58513	DEVK	Premium	98,00
58513	die Bayerische	Smart	61,30
58513	die Bayerische	Komfort	72,10
58513	die Bayerische	Prestige	81,80
58513	Die Haftpflichtkasse	Einfach Gut	96,64
58513	Die Haftpflichtkasse	Einfach Besser	114,76
58513	Die Haftpflichtkasse	Einfach Komplett	137,99
58513	DOCURA	SMART	53,15
58513	DOCURA	PROTECT	75,50
58513	ERGO	Hausratversicherung	134,08
58513	ERGO	Premium Hausratversicherung	181,30
58513	Gothaer	Hausrat	66,56
58513	Gothaer	HausratTop	101,56
58513	Gothaer	HausratTop mit PlusDeckung	115,90
58513	Grundeigentümer	Pro Domo Basis	80,93
58513	Grundeigentümer	Pro Domo Kompakt	96,64
58513	Grundeigentümer	Pro Domo Premium	111,88
58513	GVO	VIT Junge Leute	39,32
58513	GVO	TOP-VIT Junge Leute	54,54
58513	HanseMerkur	Grund-Schutz	63,25
58513	HanseMerkur	Kompakt	78,77
58513	HanseMerkur	Top	96,60
58513	Helvetia	Basisschutz	68,69
58513	Helvetia	Komfortschutz	86,90
58513	Inter	Basis	119,59
58513	Inter	Exklusiv	129,86
58513	Interlloyd	Classic	64,02
58513	Interlloyd	ProtectPlus	85,77
58513	Interlloyd	EurosecurePlus	86,42
58513	Janitos	Basic	91,44
58513	Janitos	Balance	94,16
58513	Janitos	BestSelection	119,17
58513	LBN	Gut	56,17
58513	LBN	Gut Plus	59,79
58513	LBN	Besser	71,27
58513	LBN	Besser Plus	81,54
58513	Medien-Versicherung	Klassik	35,63
58513	Medien-Versicherung	Top	42,88
58513	Medien-Versicherung	Premium	52,55
58513	Oberösterreichische	DaHeim	66,64
58513	Oberösterreichische	DaHeim Premium	83,97
58513	Prokundo	Komfort+	66,44
58513	Prokundo	Exklusiv+	88,79
58513	Rhion	Standard	74,29
58513	Rhion	Plus	117,90
58513	Rhion	Premium	128,53
58513	Schleswiger	Klassik	72,48
58513	Schleswiger	Exklusiv	97,84
58513	Signal Iduna	Optimal	93,11
58513	Signal Iduna	Exklusiv	145,44
58513	Syncro	Platinum S	41,67
58513	Syncro	Platinum M	44,09
58513	Syncro	Platinum L	59,79
58513	VHV	Klassik-Garant	86,97
58513	VHV	Exklusiv	111,49
58513	VHV	Exklusiv mit Best-Leistungs-Garantie	128,22
58513	Volkswohl-Bund	Komfort	90,60
58513	Volkswohl-Bund	KomfortPlus	120,80
47877	Adcuri	Top	93,71
47877	Adcuri	Premium	118,20
47877	Allstern	1 Stern	79,73
47877	Allstern	2 Sterne	84,56
47877	Allstern	3 Sterne	102,68
47877	Ammerländer	Basic	30,20
47877	Ammerländer	Economic	39,26
47877	Ammerländer	Comfort	51,34
47877	Ammerländer	Exclusiv	57,38
47877	Ammerländer	Excellent	66,44
47877	ARAG	Basis	128,00
47877	ARAG	Komfort	161,60
47877	ARAG	Premium	208,00
47877	asspario	fair select	70,67
47877	asspario	best select	89,99
47877	asspario	top select	95,43
47877	Baden-Badener	Hausratversicherung	133,55
47877	BarmeniaDirekt	Kompakt-Schutz	66,54
47877	BarmeniaDirekt	Basis-Schutz	68,74
47877	BarmeniaDirekt	Top-Schutz	93,68
47877	BarmeniaDirekt	Premium-Schutz	118,16
47877	BavariaDirekt	Junge Leute	78,09
47877	BavariaDirekt	Einfach Sicher	85,36
47877	BavariaDirekt	Junge Leute Plus	85,36
47877	BGV / Badische Versicherungen	Basis	76,79
47877	BGV / Badische Versicherungen	Klassik	115,84
47877	BGV / Badische Versicherungen	Exklusiv	151,04
47877	DEVK	Komfort	89,60
47877	DEVK	Premium	110,32
47877	die Bayerische	Smart	77,40
47877	die Bayerische	Komfort	91,10
47877	die Bayerische	Prestige	103,30
47877	Die Haftpflichtkasse	Einfach Gut	114,76
47877	Die Haftpflichtkasse	Einfach Besser	138,92
47877	Die Haftpflichtkasse	Einfach Komplett	162,15
47877	DOCURA	SMART	61,61
47877	DOCURA	PROTECT	83,95
47877	ERGO	Hausratversicherung	166,70
47877	ERGO	Premium Hausratversicherung	213,91
47877	Gothaer	Hausrat	85,49
47877	Gothaer	HausratTop	133,12
47877	Gothaer	HausratTop mit PlusDeckung	147,46
47877	Grundeigentümer	Pro Domo Basis	94,22
47877	Grundeigentümer	Pro Domo Kompakt	112,94
47877	Grundeigentümer	Pro Domo Premium	130,74
47877	GVO	VIT Junge Leute	47,35
47877	GVO	TOP-VIT Junge Leute	65,11
47877	HanseMerkur	Grund-Schutz	75,90
47877	HanseMerkur	Kompakt	94,30
47877	HanseMerkur	Top	116,15
47877	Helvetia	Basisschutz	85,34
47877	Helvetia	Komfortschutz	108,23
47877	Inter	Basis	191,46
47877	Inter	Exklusiv	208,37
47877	Interlloyd	Classic	104,49
47877	Interlloyd	EurosecurePlus	139,38
47877	Interlloyd	ProtectPlus	139,52
47877	Janitos	Balance	109,62
47877	Janitos	BestSelection	138,92
47877	LBN	Gut	67,04
47877	LBN	Gut Plus	70,06
47877	LBN	Besser	83,35
47877	LBN	Besser Plus	93,01
47877	Medien-Versicherung	Klassik	65,23
47877	Medien-Versicherung	Top	80,93
47877	Medien-Versicherung	Premium	91,80
47877	Medien-Versicherung	Premium+	114,76
47877	Oberösterreichische	DaHeim	116,82
47877	Oberösterreichische	DaHeim Premium	147,39
47877	Prokundo	Komfort+	97,84
47877	Prokundo	Exklusiv+	123,21
47877	Rhion	Standard	100,26
47877	Rhion	Plus	158,48
47877	Rhion	Premium	172,98
47877	Schleswiger	Klassik	84,56
47877	Schleswiger	Exklusiv	102,68
47877	Signal Iduna	Optimal	134,11
47877	Signal Iduna	Exklusiv	209,42
47877	Syncro	Platinum S	56,17
47877	Syncro	Platinum M	65,83
47877	Syncro	Platinum L	78,52
47877	VHV	Klassik-Garant	108,78
47877	VHV	Exklusiv	139,34
47877	VHV	Exklusiv mit Best-Leistungs-Garantie	160,24
47877	Volkswohl-Bund	Komfort	132,88
47877	Volkswohl-Bund	KomfortPlus	166,09
